Nome,Continuidade,Tipo,Espécie,Planeta Natal,Altura,Massa,Nascimento,Morte,Famílias,Pais,Parceiros,Irmãos,Filhos,Mestres,Aprendizes,Afiliação
Daetan Taakses,Legends,N/A,Rodian,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Pinett Freedom Force
Oryel Taakses,Legends,Galactic Empire,Rodian,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Empire
Looca B'Nash,Legends,Criminal,Duros,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Zascha,Legends,N/A,Cerean,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Jennalyn Bontraar,Legends,N/A,Bothan,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Unidentified Imperial controller (Executor),Legends,Galactic Empire,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Empire
Lar Ndigo,Legends,New Republic,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,New Republic; New Republic Defense Fleet
Bimbam Toop,Legends,N/A,Gungan,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Keff,Legends,N/A,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Royal Naboo Security Forces
Unidentified Bothan (Zsinj's plot),Legends,New Republic,Bothan,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,New Republic
Unidentified Sullustan (Zsinj's plot),Legends,New Republic,Sullustan,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,New Republic; Zsinj's Empire
Paladin (individual),Legends,Criminal,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Army of Life
Xbrr-Zinngogg,Legends,New Republic,Gran,Rhommamool,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,New Republic
Shurgg,Legends,Criminal,Quarren,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Gorg Pomar,Legends,Criminal,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Esm Arkhee,Legends,Criminal,Twi'lek,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Interplanetary Acquisitions
Al'art,Legends,N/A,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Royal Naboo Security Forces
"Unidentified Imperial captain (Executor, Shelkonwa)",Legends,Galactic Empire,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Empire; Imperial Navy
Squedge Eepsey,Legends,N/A,Duros,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Jerren Durs,Legends,N/A,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Fegred Ewd,Legends,Criminal,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Rel Acoi,Legends,Bounty hunter,Human,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Oquan
Patch,Legends,Bounty hunter,Human,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Oquan
Selana,Legends,Bounty hunter,Human,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Oquan
Unidentified Aqualish Imperial spy,Legends,Galactic Empire,Aqualish,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Empire
Bob (Jedi),Legends,Jedi,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Jedi Order; Galactic Republic
Prit Kessek,Legends,Criminal,Clawdite,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Liskran Dulce,Legends,Criminal,Bothan,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Thanda clan
Jaden Korr's adoptive mother,Legends,N/A,Human,N/A,N/A,N/A,N/A,Between 1 ABY and 14 ABY,new,new,new,new,new,N/A,N/A,N/A
Mirana Fioro,Legends,Criminal,Hapan,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Skig Banos,Legends,Galactic Empire,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Empire
"Unidentified Imperial commander (Executor, Shelkonwa)",Legends,Galactic Empire,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Empire
Giant Sarlacc of Ancient Ruins of Tatooine,Legends,Pet,Sarlacc,Tatooine,Larger than the Great Pit of Carkoon,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Krin,Legends,Galactic Empire,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Unidentified Twi'lek majordomo (Sel Zonn Station),Legends,Criminal,Twi'lek,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Switch's organization
Unidentified Alderaanian Security agent,Legends,N/A,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Alderaanian Security
Fyren,Legends,N/A,Ugnaught,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Parliament of Guilds
Krygg,Legends,N/A,Ugnaught,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Parliament of Guilds
Jacc Mandelbrot,Legends,N/A,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
TK-813,Legends,Galactic Empire,Human,N/A,N/A,N/A,N/A,"3 ABY (38 GrS), Hockaleg",new,new,new,new,new,N/A,N/A,Galactic Empire; Stormtrooper Corps
TK-529,Legends,Galactic Empire,N/A,N/A,N/A,N/A,N/A,"3 ABY, Hockaleg",new,new,new,new,new,N/A,N/A,Galactic Empire; Stormtrooper Corps
Breha Organa's cousin,Legends,Galactic Republic,Human,N/A,N/A,N/A,N/A,"22 BBY, aboard Bespin Dancer, over Falleen",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Galactic Republic; Republic Navy
Sprywing,Legends,N/A,Capper spineflap,Naboo,N/A,N/A,N/A,"1 ABY, Naboo",new,new,new,new,new,N/A,N/A,N/A
Wilena,Legends,N/A,Human,Daimar,1.5 meters,N/A,"Circa 34 BBY, Daimar",N/A,new,new,new,new,new,N/A,N/A,Lamont Dynasty of Daimar
Sliver (Human),Legends,N/A,Human,N/A,1.6 meters,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Lamont Dynasty of Daimar; Daimar Intelligence
Desson,Legends,N/A,Neimoidian,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Borlo,Legends,Galactic Empire,Neimoidian,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Empire
Salitt,Legends,N/A,Neimoidian,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Shass (Neimoidian),Legends,Corporate,Neimoidian,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Trade Federation ; Zarran Imports and Exports
Vigro,Legends,N/A,Neimoidian,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Nillia,Legends,N/A,Neimoidian,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Unidentified Rebel captain,Legends,Rebel,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Alliance to Restore the Republic
Gome,Legends,Criminal,Duros,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Darga Jiramma Mionne's criminal empire
Kessra,Legends,Hutt Cartel,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Vipers; Confederacy of Independent Systems; Jiramma kajidic
Warrick Raden,Legends,Criminal,Devaronian,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Victra Sinde,Legends,Galactic Empire,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Empire; Imperial Security Bureau
Zayda,Legends,N/A,Rodian,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Robeir II,Legends,N/A,Human (Tionese),N/A,N/A,N/A,N/A,N/A,House of Cron,N/A,N/A,N/A,N/A,N/A,N/A,Xim's empire
Vaner Shan,Legends,Galactic Republic,Human,Coruscant,N/A,N/A,"c. 3954 BBY, Coruscant",N/A,Shan family,Bastila Shan; Revan,Emess Shan,N/A,Bress Shan; Reesa Shan,N/A,N/A,Galactic Republic
Vaner,Legends,Sith Empire,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Sith Empire; Imperial Army
Reesa Shan,Legends,N/A,Human,N/A,N/A,N/A,N/A,N/A,Shan family,Vaner Shan; Emess Shan,N/A,Bress Shan,N/A,N/A,N/A,N/A
Ressa,Legends,Bureaucrat,N/A,Drezzi,N/A,N/A,N/A,N/A,N/A,N/A,Ressa's husband,N/A,Several children,N/A,N/A,N/A
Bress Shan,Legends,N/A,Human,N/A,N/A,N/A,Before 3900 BBY,N/A,Shan family,Vaner Shan; Emess Shan,N/A,Reesa Shan,N/A,N/A,N/A,N/A
Emess Shan,Legends,N/A,Human,N/A,N/A,N/A,After 3954 BBY,N/A,Shan family,N/A,Vaner Shan,N/A,Bress Shan; Reesa Shan,N/A,N/A,N/A
Sharockk,Legends,N/A,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Santhe/Sienar Technologies
Jornel Savas,Legends,N/A,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Corellian Security Force
Varias,Legends,N/A,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Corellian Security Force
Druno Kener,Legends,N/A,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Corellian Security Force
Mener,Legends,N/A,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Corellian Security Force
Kithriss,Legends,Galactic Empire,Human,Chandrila,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Galactic Empire
Unidentified Togruta Jedi High Council member,Legends,Jedi,Togruta,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Jedi Order; Jedi High Council; Galactic Republic
Darth Xedrix,Legends,Sith,Human,N/A,N/A,N/A,N/A,"3954 BBY, Bosthirda",new,new,new,new,new,N/A,N/A,Sith Empire; Dark Council; Bosthirda separatists
Darth Igrol,Legends,Sith,Sith,N/A,N/A,N/A,N/A,"3950 BBY, Dromund Kaas",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sith Empire; Dark Council
Dramath,Legends,Sith,Sith,Medriaas,N/A,N/A,N/A,5103 BBY ; c. 3630 BBY,N/A,N/A,N/A,N/A,Tenebrae; Dramath the Second,N/A,N/A,Sith Empire
Worhven,Legends,Galactic Empire,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Galactic Empire; Imperial Navy
Flashpoint (clone trooper),Legends,Galactic Republic,Human,Kamino,1.83 meters,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Galactic Republic; Gold Squadron
Bern,Legends,N/A,Human,Corellia,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Chai,Legends,N/A,Human,Corellia,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Didjoa,Legends,N/A,Human,Corellia,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Nevhra,Legends,N/A,Human,Corellia,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Scraps,Legends,Galactic Republic,Human,Kamino,1.83 meters,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Galactic Republic
Murtog,Legends,Sith Empire,Human,N/A,N/A,N/A,c. 3994 BBY,"3950 BBY, Dromund Kaas",new,new,new,new,new,N/A,N/A,Sith Empire; Darth Nyriss
Dramath the Second,Legends,Sith,Sith,Medriaas,N/A,N/A,N/A,"c. 5000 BBY, Rekkiad",N/A,Dramath,N/A,Tenebrae,N/A,N/A,N/A,Sith; Sith Empire
Barosa Warren's partner 2,Legends,N/A,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Unidentified Imperial officer (CT-4981),Legends,Galactic Empire,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Empire
Unidentified clone stormtrooper gunner,Legends,Galactic Empire,Human,N/A,N/A,N/A,N/A,c. 17 BBY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Galactic Empire; Stormtrooper Corps
Unidentified clone navigation officer (Ryloth),Legends,Galactic Republic,Human,Kamino,1.83 meters,N/A,N/A,"22 BBY, a Star Destroyer over Ryloth",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Galactic Republic; Republic Navy
Kira Carsen,Legends,Jedi,Human,Korriban,N/A,N/A,"3663 BBY, Dromund Kaas",N/A,N/A,Kira Carsen's father; Kira Carsen's mother,N/A,N/A,N/A,Bela Kiwiiks,N/A,Sith Empire; Galactic Republic
Gjo'Fomaan,Legends,N/A,Coynite,Coyn,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Kreshan,Legends,N/A,Advozse,N/A,N/A,N/A,N/A,"c. 3643 BBY, Hammer Station",new,new,new,new,new,N/A,N/A,Advozse Hegemony
Grizzer (Mandalorian),Legends,Mandalorian,N/A,N/A,N/A,N/A,N/A,N/A,Ordo,new,new,new,new,N/A,N/A,Mandalorians
Unidentified Rebel scanner operator,Legends,Rebel,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic
Ressa's husband,Legends,N/A,N/A,N/A,N/A,N/A,N/A,Years prior to 3954 BBY,N/A,N/A,Ressa,N/A,Several children,N/A,N/A,N/A
Unidentified Twi'lek (Darth Nyriss),Legends,Sith Empire,Twi'lek,N/A,N/A,N/A,N/A,3950 BBY,new,new,new,new,new,N/A,N/A,Sith Empire
Yarri,Legends,Sith Empire,Sith,N/A,N/A,N/A,N/A,"3950 BBY, Dromund Kaas",new,new,new,new,new,N/A,N/A,Sith Empire; Imperial Guard
Ugroth,Legends,Sith Empire,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sith Empire; Darth Nyriss
Tibbale,Legends,Galactic Empire,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Galactic Empire; Imperial Navy
Tomslin,Legends,Galactic Empire,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Galactic Empire; Imperial Navy
Geronti,Legends,Galactic Empire,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Empire; Imperial Navy
Greterine,Legends,Galactic Empire,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Empire
Bonze,Legends,Galactic Empire,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Empire; Imperial Army
Frisan,Legends,Galactic Empire,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Galactic Empire
Salaban,Legends,N/A,Arkanian,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mikhtor Doss,Legends,N/A,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Mikhtor Doss's mercenaries; Various planetary govern
Ranquiv,Legends,N/A,Storm-hair,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nuso Esva's realm; Poln Minor Chosen squadron
Toksi,Legends,Rebel,Male,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic
Erick,Legends,Rebel,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic
Flind,Legends,Rebel,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic
Baldy,Legends,Criminal,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Nuso Esva
Bams,Legends,Criminal,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Nuso Esva
Kofter,Legends,Criminal,Human,N/A,N/A,N/A,N/A,"0 ABY, Poln Major",new,new,new,new,new,N/A,N/A,Nuso Esva
Mikks,Legends,Criminal,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Nuso Esva's realm
Dors Stelikag,Legends,Criminal,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Nuso Esva's realm
Spikes,Legends,Criminal,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Nuso Esva
Kinker,Legends,N/A,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Mikhtor Doss's mercenaries
Shippo,Legends,N/A,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Mikhtor Doss's mercenaries
Roland Quarry,Canon,Jedi,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Elzar Mann,Jedi Order
Trilinae Untaire,Legends,Jedi,Human,Corellia,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Jedi Order
Lethbridge Grimes,Legends,Criminal,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Jee Sallis,Legends,N/A,Sullustan,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Unidentified Rebel communications operator 1,Legends,Rebel,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Alliance to Restore the Republic
Unidentified assistant manager,Legends,N/A,Human,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Wookiee's Codpiece
Darth Gravid,Legends,Sith,Human,N/A,N/A,N/A,N/A,"c. 533 BBY, Jaguada",N/A,N/A,N/A,N/A,N/A,N/A,Darth Gean,Order of the Sith Lords
Ffon Althe,Legends,Sith,Sith,Korriban,N/A,N/A,N/A,"c. 3643 BBY, Korriban",new,new,new,new,new,Harkun,N/A,Sith Empire
Unidentified Daimanate flight commander,Legends,Sith,N/A,N/A,N/A,N/A,N/A,1032 BBY,new,new,new,new,new,N/A,N/A,Sith; Daiman
Hanes Croft,Legends,N/A,Cerean,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Office of Peace and Security
Amin Galingal,Legends,N/A,Cerean,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Gars Croft,Legends,N/A,Cerean,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Roos Londabir,Legends,Criminal,Rodian,N/A,N/A,N/A,N/A,"Circa 31 BBY, Genarius",new,new,new,new,new,N/A,N/A,N/A
Marcus Trant's second wife,Legends,N/A,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Darts D'Nar,Legends,CIS,Zygerrian,Zygerria,1.89 meters,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Zygerrian Slavers Guild; Confederacy of Independent Systems
Unidentified Sith Saber (Ben Skywalker victim),Legends,Sith,Human,Kesh,N/A,N/A,N/A,"44 ABY, Nam Chorios",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lost Tribe of Sith
Unidentified Sith Saber (Luke Skywalker victim),Legends,Sith,Human,Kesh,N/A,N/A,N/A,"44 ABY, Nam Chorios",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lost Tribe of Sith
Crost Lib'eyay,Legends,N/A,Bothan,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,StarForge Station
Coorsha,Legends,Criminal,Rodian,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Trence Vosh,Legends,Galactic Republic,Human,Alderaan,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Republic
Whyrrryk,Legends,New Republic,Wookiee,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,New Republic; New Republic Defense Fleet
Irackant,Legends,Bounty hunter,Mon Calamari,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Thes Cilgris,Legends,N/A,Duros,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Cilgris family
Yett Cilgris,Legends,N/A,Duros,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Cilgris family
Naul Cilgris,Legends,N/A,Duros,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Cilgris family
Ssurussk,Legends,Criminal,Trandoshan,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Nebula Raiders
Darth Skotia,Legends,Sith,Human,N/A,N/A,N/A,N/A,"c. 3643 BBY, Dromund Kaas",new,new,new,new,new,N/A,Ortosin; Irex; Satik; Dumat; Quilon,Sith Empire; Sphere of Ancient Knowledge
Unidentified Sith 2 (Taalon's strike team),Legends,Sith,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Lost Tribe of Sith
Malavai Quinn,Legends,Sith Empire,Human,Dromund Kaas,N/A,N/A,3680 BBY,N/A,Quinn family,Rymar Quinn,N/A,N/A,N/A,N/A,N/A,Sith Empire; Imperial Military
35 (Ando Prime),Legends,Galactic Republic,Human,Kamino,1.83 meters,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Galactic Republic; Excelsior Company
44,Legends,Galactic Republic,Human,Kamino,1.83 meters,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Galactic Republic; Excelsior Company
23,Legends,Galactic Republic,Human,Kamino,1.83 meters,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Galactic Republic; Grand Army of the Republic; Excelsior Company
16,Legends,Galactic Republic,Human,Kamino,1.83 meters,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Galactic Republic; Excelsior Company
Unidentified Human scoundrel,Legends,N/A,Human,N/A,Approximately 2 meters,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Tryla (Jedi Initiate),Legends,Jedi,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Jedi Order; Galactic Republic
Ammon,Legends,Jedi,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Jedi Order; Galactic Republic
Aric Jorgan,Legends,Galactic Republic,Cathar,Rendili,N/A,N/A,3673 BBY,N/A,new,new,new,new,new,N/A,N/A,Galactic Republic; Eternal Alliance
Tharan Cedrax,Legends,Galactic Republic,Human,Anaxes,N/A,N/A,3672 BBY,N/A,new,new,new,new,new,N/A,N/A,Galactic Republic; Lumenatus Club
Zenith,Legends,Galactic Republic,Twi'lek,Balmorra,N/A,N/A,3678 BBY,N/A,new,new,new,new,new,N/A,N/A,Balmorran resistance; Galactic Republic
Felix Iresso,Legends,Galactic Republic,Human,Rehemsa,N/A,N/A,3673 BBY,N/A,new,new,new,new,new,N/A,N/A,Galactic Republic; Republic Army; Rift Alliance
Akaavi Spar,Legends,Mandalorian,Zabrak,Kamar,N/A,N/A,3670 BBY,N/A,Clan Spar,Akaavi Spar's father; Akaavi Spar's mother,N/A,N/A,N/A,N/A,N/A,Mandalorians
Elara Dorne,Legends,Galactic Republic,Human,Dromund Kaas,N/A,N/A,3669 BBY,N/A,Dorne family,Vasil Dorne,N/A,Aleksei Dorne,N/A,N/A,N/A,Sith Empire; Eternal Alliance
Torian Cadera,Legends,Mandalorian,Human,Geonosis,N/A,N/A,"3660 BBY, Geonosis",N/A,Cadera,Jicoln Cadera; Unnamed mother,N/A,N/A,N/A,N/A,N/A,Mandalorians
Tagoo,Legends,N/A,Patitite,Patitite Pattuna,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Lead Cloning Technician,Legends,Galactic Empire,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Empire
Melx,Legends,Criminal,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Khuiumin Survivors
Gwynn,Legends,Corporate,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Gwynn Dispatch
Parek,Legends,Rebel,Alien,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic; Gray Griffins
Chalmer Trillili,Legends,Criminal,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic; The Scourge
Darth Nyriss's chef,Legends,N/A,N/A,N/A,N/A,N/A,N/A,3954 BBY,new,new,new,new,new,N/A,N/A,Sith Empire; Darth Nyriss
Dunston Karell,Legends,Rebel,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic; Gray Griffins
Oro Otel,Legends,Rebel,Sullustan,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic; Gray Griffins
Valera (Human),Legends,Rebel,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic; Gray Griffins
Shirro,Legends,Criminal,Human,Biivren,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Blood Razors
Boma (Gungan),Legends,New Republic,Ankura Gungan,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,New Republic; Senate Council
Bernard Vota,Legends,Galactic Empire,Human,N/A,N/A,N/A,N/A,"13 ABY, Orinda",new,new,new,new,new,N/A,N/A,Galactic Empire; Restored Empire
Unidentified male Sith acolyte,Legends,Sith,Human,N/A,N/A,N/A,N/A,"3954 BBY, Bosthirda",new,new,new,new,new,Darth Xedrix,N/A,Sith Empire
Unidentified female Sith acolyte,Legends,Sith,Human,N/A,N/A,N/A,N/A,"3954 BBY, Bosthirda",new,new,new,new,new,Darth Xedrix,N/A,Sith Empire
Bulger,Legends,Galactic Empire,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Restored Empire
Unidentified Zygerrian auctioneer,Legends,CIS,Zygerrian,Zygerria,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Zygerrian Slavers Guild; Confederacy of Independent Systems
Ennix Devian,Legends,Galactic Empire,Human,Abregado-rae,N/A,N/A,N/A,"13 ABY, Orinda",new,new,new,new,new,Darth Vader (Combat training),N/A,Galactic Empire; Imperial Security Bureau; Restored Empire
Unidentified Triffian (Kiffex),Legends,N/A,Triffian,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Deadend
Anyar,Legends,N/A,Anguilla,Alluuvia,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
